id,text,source,created_at,place
8.23E+17,@Fight4UK #womensmarch...the megahypocrites,Mobile Web (M5),1/21/17 23:59,
8.23E+17,IM CRYING AT THESE SIGNS #WomensMarch https://t.co/vQT8aEcitX,Twitter for Android,1/21/17 23:59,
8.23E+17,#WomensMarch https://t.co/vXdATItleQ,Twitter for Android,1/21/17 23:59,
8.23E+17,WOMEN ARE POWERFUL AND WHEN WE COME TOGETHER IT IS SO BEAUTIFUL #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,8 hours of a peaceful march. #WomensMarch #MsMarvel #Resist https://t.co/OFSUlqwbYS,Twitter for iPhone,1/21/17 23:59,"Manhattan, NY"
8.23E+17,So proud of my moms _ÙÕÑ ##WomensMarch https://t.co/h7XLgj4mou,Twitter for Android,1/21/17 23:59,
8.23E+17,"Stand up and show it, stand up and say it, stand up and believe it, stand up and do it!! #WomensMarch ‰ù__Ùè_•üè‰Ûç_ÙÎö",Twitter for iPhone,1/21/17 23:59,
8.23E+17,I'm so proud and luck to be who I am. We need to stand up for what we believe in. No one should never take that away #WomensMarch,Twitter for Android,1/21/17 23:59,"Greenville, MI"
8.23E+17,This makes me so happy. Shows that people are paying attention. We will not stand for hate!‰Û_ https://t.co/2ZiRIOaA5S,Twitter for iPhone,1/21/17 23:59,
8.23E+17,#womensmarch https://t.co/tyxFUaMZeY,Instagram,1/21/17 23:59,
8.23E+17,"today, we march. #WomensMarch https://t.co/xY6wojz2TT",Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch https://t.co/WZ5rw2kbZP,Twitter for Android,1/21/17 23:59,
8.23E+17,What a day!? #womensmarch #WomensMarchOnWashington #whyimarch https://t.co/JJ1xDOlYR1,Twitter for iPhone,1/21/17 23:59,
8.23E+17,What have ALL those women marching in today's #WomensMarch done at a local level to help a women in need near them. Seriously. Not much.,Twitter for iPhone,1/21/17 23:59,
8.23E+17,So bummed I couldn't be at the #WomensMarch today but feeling so proud and inspired,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Looking through #WomensMarch tag and realizing that this will be one for the history books. Woman are powerful and‰Û_ https://t.co/9D5RaS6B4X,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Want to make a difference? There are local chapters all over the Bay https://t.co/DA9LhijGFt.  #womensmarch #TogetherWeWill,Twitter Web Client,1/21/17 23:59,
8.23E+17,#ImWithHer #WomensMarch https://t.co/4AbQjSw9wY,Twitter for iPhone,1/21/17 23:59,
8.23E+17,IM SO PROUD I WISH I WAS THERE IN LA ALL THIS MAKE ME SO HAPPY I WISH I WASNT LEAVING I CANT BELIVE HOW MUCH SUPPORT WE HAVE #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,I was #ParkProud to stand with Park students at the #WomensMarch It was my honor to be surrounded by such amazing peers.,Twitter for Android,1/21/17 23:59,
8.23E+17,Since nobody's giving H-Town any love: 20k attend Women's March in downtown Houston https://t.co/9gi7EoN74m via @@KHOU #WomensMarch,Twitter Web Client,1/21/17 23:59,
8.23E+17,@CarlaAntonelli @CarlaAntonelli quÌ© bueno!_ÙÔè_Ùè__ÙÔè_Ùè_ #WomensMarch https://t.co/EaKWlCdpFJ,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Wow! Actually very innovative, sticks to the wall - giant billboard. #GetOverYourDiscomfort #WomensMarch https://t.co/A8FIwdyJTe",Twitter for iPhone,1/21/17 23:59,
8.23E+17,So proud  #WomensMarch https://t.co/TAnAGZxdkk,Twitter for iPhone,1/21/17 23:59,
8.23E+17,@Hovain @avinashkunnath No one deserves to be called anything like that.  Not even him.  Let's protest respectfully. #WomensMarch,Twitter Web Client,1/21/17 23:59,
8.23E+17,"#EizaGonzalez [IG] *NI SANTAS NI PUTAS SOLO MUJERES*#MarchandoPorMisMujeresyLatinos #equalityforall #womensmarch_ÙÔè_ÙÔè‰Û_ https://t.co/MWpnVEFzLd",Twitter for Android,1/21/17 23:59,
8.23E+17,#WomensMarch #LoveIsLouder https://t.co/uD4iCK7onv,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"People complain that wealthy white women protest, but have no problem with wealthy white MEN running the entire government. #WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,"To all the women who marched today, thank you for making my mother proud of our generation. #WomensMarch",Twitter for iPhone,1/21/17 23:59,
8.23E+17,‰ù_ #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Best day EVER. #whyIMarch #WomensMarchOnWashington #womensmarch https://t.co/lEzjx5GmeA,Twitter for iPhone,1/21/17 23:59,"Washington, DC"
8.23E+17,Can't imagine how many cycles synced up today though _ÙªÄ #womensmarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,#womensmarch https://t.co/ZfSDnm7fcT,Twitter Web Client,1/21/17 23:59,
8.23E+17,"#WomensMarch I did NOT vote for #trump But You don't speak for me https://t.co/oM6PGZfRNt",Twitter for iPhone,1/21/17 23:59,
8.23E+17,"@ShareenM @banishedcougar @Tgee92 Nah. The #WomensMarch broke him, period.",Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Washington Post admits vast majority of #WomensMarch attendees were butt-hurt... https://t.co/hPM6aN7ZuL by #PrisonPlanet via @c0nvey,Put your button on any page! ,1/21/17 23:59,
8.23E+17,Putin's Puppet. #olympia #WomensMarch https://t.co/q58IxiWj3c,Twitter for iPhone,1/21/17 23:59,
8.23E+17,People are attacking my Instagram post about the #WomensMarch what do I do?  Delete their comments. Theres already to much hate in the world,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Some pictures from Toronto today. #womensmarch #resistfromdayone https://t.co/wtO5MQu2lh,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Want to stay up all night, read tweets, see pictures, videos. Fill my sight with women only for one night. Kvinnokraft ‰ù_ #WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,Problem w the Alt-left is they only know how to React... This is why they'll never WIN bc they're never there when‰Û_ https://t.co/eEp0Mgu2dD,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Watching ""Turn"". Got to learn how life was for women in the 1700s, since we are going there again #WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,"Have you got something intelligent to say about that as a woman and as 1st lady @FLOTUS ?#WomensMarch https://t.co/VlqzBILIin",TweetDeck,1/21/17 23:59,
8.23E+17,"Adorando essa revoluÌ_Ì£o#WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,Teach hard! #womensmarch #notmypresident https://t.co/lC86PspEbB,Instagram,1/21/17 23:59,
8.23E+17,My aunt posted a photo of a huge march in Maui while a Facebook friend was at the march in Anchorage. This is truly a movement #womensmarch,Twitter for Android,1/21/17 23:59,
8.23E+17,#WomensMarch #womensrights #WomenWhoHaveInspiredMe @BlueVindication Sexist Far Left Women protest for rights they already have. hahahaha,Twitter Web Client,1/21/17 23:59,
8.23E+17,"#weareallimmigrants #womensmarch _ÙÕÑ_Ù__ @ The Capitol, Washington D.C. https://t.co/Ljunfy7LXw",Instagram,1/21/17 23:59,
8.23E+17,i need this picture without the filter pLEASE #WomensMarch https://t.co/VWHsWMubGF,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Important to remember today and everyday #womensmarch https://t.co/e5nd6hAZFn,Twitter for iPhone,1/21/17 23:59,
8.23E+17,".@realDonaldTrump @FoxNews Still a Loser! #POTUS45 #WomensMarch outnumbered #Inauguration BIGLY! https://t.co/wLTCH88lWs",Twitter for iPad,1/21/17 23:59,
8.23E+17,"General Zod at #womensmarch London ""As an American I find it appalling and embarrassing that he‰Ûªs our president."" https://t.co/SCoCMgS07V",Twitter Web Client,1/21/17 23:59,
8.23E+17,"nÌ£o consigo parar de assistir esse vÌ_deo, que orgulho da minha bichinha #WomensMarch https://t.co/xJ6UpZ1eTg",Twitter Web Client,1/21/17 23:59,
8.23E+17,March signs repurposed on the White House fence. Filled with hope after an exhausting but exhilarating day.‰Û_ https://t.co/81DH21MsOc,Twitter for iPhone,1/21/17 23:59,
8.23E+17,LA HELD IT TF DOWN #WomensMarch,Mobile Web (M5),1/21/17 23:59,
8.23E+17,Proud to have marched with my city today. #WomensMarch #SeattleWomxnsMarch #WomensMarchOnWashington https://t.co/NiLMw4Gzpz,Twitter for iPhone,1/21/17 23:59,Seattle Center
8.23E+17,"#WomensMarchÌÔ vamos deixar homem nenhum do governo mandar nos nossos corposNÌÒS SOMOS MULHERES PODEMOS TD",Twitter for Android,1/21/17 23:59,
8.23E+17,"@cococreativity and I are off on vacation, but we are w/ the people. #resist #womensmarch #unite #fight‰Û_ https://t.co/tSJJ0RUXCU",Twitter for iPad,1/21/17 23:59,
8.23E+17,"In weeks 29-38, the fetus finishes developing nails, skin, and moves into position for delivery. #womensmarch #prochoice #science",Twitter Web Client,1/21/17 23:59,
8.23E+17,"In weeks 29-38, the fetus finishes developing nails, skin, and moves into position for delivery. #womensmarch #prochoice #science",Twitter Web Client,1/21/17 23:59,
8.23E+17,#WomensMarch https://t.co/94Q0fwzeqL,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"@dr_pete @emilynussbaum 30-40k reported earlier in San Diego #WomensMarch https://t.co/xXlhi8Plso",Twitter for iPhone,1/21/17 23:59,
8.23E+17,"@NYCMayor And you are the worst thing to EVER happen to NYC.... GO FUCK YOURSELF!!!!!!#WomensMarch",Twitter Web Client,1/21/17 23:59,
8.23E+17,"""POS not POTUS"" #womensmarch #auniteddenton https://t.co/eBCsifAKID",Twitter for iPhone,1/21/17 23:59,
8.23E+17,"TambiÌ©n en #CDMX cientos de personas se unen al #WomensMarchen en el ÌÅngel de la Independencia.#Womensmarch _Ùà__Ùà_Fot‰Û_ https://t.co/NBkcAr42WG",Twitter for Android,1/21/17 23:59,
8.23E+17,"Great first day of taking back our country, along with a few million of my fellow concerned citizens. #womensmarch‰Û_ https://t.co/wTv8DH9w00",TweetDeck,1/21/17 23:59,
8.23E+17,No question is was larger. We showed up and showed out #womensmarch https://t.co/KzoaPkhwWt,Twitter for Android,1/21/17 23:59,"Fairfax, VA"
8.23E+17,"@Resistance2020 @WhiteHouse @POTUS If that's the case, then he should be TOTALLY OK with the FIGHT &amp; SPIRIT shown this weekend. #WomensMarch",Twitter Web Client,1/21/17 23:59,
8.23E+17,some photos from the march today! :) #WomensMarch https://t.co/5xAAb5jR8h,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Marching in solidarity. #womensmarch #nyc @tigercubdigital @lcospito @goodsgreens mferbie @‰Û_ https://t.co/hEe0KyTaIR,Instagram,1/21/17 23:59,"Manhattan, NY"
8.23E+17,‰÷_ #Feminism &amp; ‰÷_ liberalism are confirmed mental diseases _Ù_¥ that foment love for the enemy &amp; hatred of ‰÷_ #God‰Û_ https://t.co/59UzXgGnmD,Twitter for Android,1/21/17 23:59,
8.23E+17,Picture from my sister @donniturner from the @womensmarch today in DC where she met some other @SpelmanCollege alum‰Û_ https://t.co/8je57m5s4c,Twitter Web Client,1/21/17 23:59,
8.23E+17,WATCH: Timelapse of the Women's March on Denver in Civic Center Park https://t.co/qr9QHUKPrU via @denverpost #WomensMarch #denverwomensmarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"‰ÛÏWe can whimper, we can whine or we can fight back!. Me, I‰Ûªm here to fight back.‰Ûù #elizabethwarren2020 #WomensMarch‰Û_ https://t.co/1am2rhsPzZ",Twitter Web Client,1/21/17 23:59,
8.23E+17,"The #spin is in, people. Trump's yuge crowds claim is a distraction from the biggest story of the day, #WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,can't say New Yorkers aren't creative. #WomensMarch #WMNYC https://t.co/wxUkUu4z6V,Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch  2017 hasn't been all bad _Ù÷Î_Ù÷Î,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Sandra Oh marchando pelos direitos das mulheres hoje ‰ù_‰ù_ rainha nÌ© mores? #WomensMarch https://t.co/rMe6fqbd64,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"We were here today and we're not even in this photo, that's how many people there were. We were off to the right ou‰Û_ https://t.co/t2fYvj5MQV",Twitter Web Client,1/21/17 23:59,
8.23E+17,"_Ù_ã Estou tÌ£o orgulhosa _Ù_ã#WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,#BostonWomensMarch .@7News  #WomensMarch https://t.co/q4zMJX2m1p,Twitter for iPhone,1/21/17 23:59,
8.23E+17,@weebear2011 ALL humans of the USA &amp; the rest of the world! #WomensMarch ‰Ï__ÙèÀ‰Ï__Ùè_‰Ï_•üè‰Ï__ÙèÈ‰Ï__Ùè_‰Ï__Ùè_,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"""I can't believe we still have to protest this shit.""              #WomensMarch #womensrights",Twitter for Android,1/21/17 23:59,
8.23E+17,"#WomensMarch While it is your right to speak out &amp; demonstrate, please keep this in mind... https://t.co/Azum9Jaozl",Twitter Web Client,1/21/17 23:59,
8.23E+17,"Thank you, citizens of the world, for standing with us. @womensmarch #WomensMarch #IWillGoOut #resistance #solidarity #unite #equality",Twitter for iPhone,1/21/17 23:59,
8.23E+17,Really don't understand how people can talk shit on the #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch https://t.co/Jm8sLKIUhu,Twitter for Android,1/21/17 23:59,
8.23E+17,There a  #WomensMarch going on but most important thing to talk about is crowd size _Ù_Ó,Twitter for iPhone,1/21/17 23:59,
8.23E+17,What an empowering day. This movement must persist as we the people have the power to create a better world #WomensMarch #LoveTrumpsHate,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"""We are aware of the sporadic gatherings of a few dozen women today"" #SeanSpicerFacts #WomensMarch",Twitter Web Client,1/21/17 23:59,
8.23E+17,"SÌ_ digo uma coisa. VÌÄO EM FRENTEEEE!!!!#WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,It's so disgusting to see the hate thrown at those participating in #womensmarch. Strong people standing up for something is admirable.,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Amo este video #WomensMarch https://t.co/kzrVnOXy3x,Twitter for Android,1/21/17 23:59,
8.23E+17,#WomensMarch,Twitter for Android,1/21/17 23:59,
8.23E+17,"@POTUS, these are my words and I want you to #hearus #seeus #WomensMarch #boston #washingtondc https://t.co/VombqQMrde",Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch@POTUS THE PEOPLE DON'T APPROVE! https://t.co/gtpN0n97Ka,Twitter Web Client,1/21/17 23:59,
8.23E+17,Incluso yo entiendo que NO significa que NO #WomensMarch https://t.co/mVV5H1JwlD,Twitter for Android,1/21/17 23:59,
8.23E+17,Look up ‰ÛùBeer Hall Putsch‰Ûù to better understand the protests today. #WomensMarch #nazism,Twitter for Android,1/21/17 23:59,
8.23E+17,#WomensMarch https://t.co/y7rWJwqzoe,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Estoy tan feliz de ver a tantas personas marchando por la misma causa_ÙÕ¥_ÙÕ¥_ÙÕ¥ #WomensMarch https://t.co/2jyZjt8HwP,Twitter for Android,1/21/17 23:59,
8.23E+17,California is a Nation not a state. #Calexit #WomensMarch,Twitter for iPhone,1/21/17 23:59,"Garden Grove, CA"
8.23E+17,"#womensmarch poster. Look familiar, @OfficialJLD @VeepHBO? ""If men got pregnant, U could get an abortion @ an ATM.""_Ù÷â https://t.co/e36rJaYtXF",Twitter for iPhone,1/21/17 23:59,
8.23E+17,"#WomensMarch eu to amando todas essas pessoas, orgulho define",Twitter for iPhone,1/21/17 23:59,
8.23E+17,"750,000 attended Los Angeles #WomensMarch Three times number #Trump inauguration attendees That's only 1 march!‰Û_ https://t.co/ppFozVDaQa",Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Love trumps hate.#womensmarchonwashington #womensmarch via Instagram: https://t.co/759mbEwkfH https://t.co/QIsvzxjXWZ",IFTTT,1/21/17 23:59,
8.23E+17,It's a Pro-women/PoC/LGBTQIA/Immigrant/Justice march before it is an Anti-Trump march. #WomensMarch #firedupreadytogo_ÙÓ´,Twitter for iPhone,1/21/17 23:59,"Vista, CA"
8.23E+17,#WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Today confirmed that us ""snowflakes"" wreak havoc when we come together. Couldn't be prouder to be a part of #WomensMarchåÊ today. ‰Ï__ÙèÈ‰Ï__Ùè_‰Ï__Ùè_‰Ï__Ùè_‰Ï__ÙèÀ",Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Don't ever give up, resist. #womensmarch #feminism #blacklivesmatter #lgbt #muslimlivesmatter @‰Û_ https://t.co/sWpElQWDw6",Instagram,1/21/17 23:59,
8.23E+17,They're like the only people on the planet to not comment on #WomensMarch https://t.co/AuaZJspJvR,Twitter for Android,1/21/17 23:59,"Austintown, OH"
8.23E+17,"All the marches today, from smallest to the largest, make my heart sing and give me hope #womensmarch",twicca,1/21/17 23:59,
8.23E+17,together we stand #WomensMarch https://t.co/FdfkGTsjJT,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Canadian women march by the thousands against #littlehands Trump #womensmarch https://t.co/ULJIBdp9Au,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"The world united today for human rights, dignity and democracy and it was beautiful! #WomensMarch",Twitter Web Client,1/21/17 23:59,
8.23E+17,@SenCortezMasto @TrusteeCCSD very courageous. #WomensMarch https://t.co/FHXVkyFNmz,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"I want my country to be run like a family, not like a business #womensmarch #resist #america #WomensMarchOnNYC‰Û_ https://t.co/IeJE0rFlVs",Twitter for iPhone,1/21/17 23:59,
8.23E+17,HOLY SHIT DON YOU FUCKED UP AND THE WOMEN ARE NOT HAVING IT! #WomensMarch https://t.co/ALGxyC6imX,Twitter for iPhone,1/21/17 23:59,
8.23E+17,_Ù___ÙÕÙ @evajuncaj #WomensMarch https://t.co/Fy33M4uYqc,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"So moving to march in yyz with so many women, children &amp; men!!! #womensmarch",Twitter for Android,1/21/17 23:59,
8.23E+17,I'm so proud to be a woman #WomensMarch,Twitter for Android,1/21/17 23:59,
8.23E+17,"As son of an amazing mom, spouse of a breath-taking woman, &amp; a dad to an inspiring girl, I'm super inspired by today. #WomensMarch #forward",Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch _ÙªÎ_Ùè_,Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch is just a sign of how fed up the world is with how women are treated. Still a lot of steps to be taken,Twitter Web Client,1/21/17 23:59,
8.23E+17,#loudandproud #WomensMarch  #TheFutureisFemale https://t.co/DZVROG52XA,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"#WomensMarch #WomensMarchOnWashington #wmwcanada #wmwvancouver  hold @bcliberals accountable: BCHYDRO, Debt, Poverty, Schools, etc...",Twitter Web Client,1/21/17 23:59,
8.23E+17,Just watched the Snaps from the #WomensMarch.  All I can say is WOW!  Seeing other countries unite with us is absolutely amazing!,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Cause she is a #NastyWoman with Daddy issues#WomensMarch https://t.co/u7MwvMSSVg",Twitter Web Client,1/21/17 23:59,
8.23E+17,"one of the first signs i saw when we got out of the metro. i knew it was gonna be a great day. well done, kid.‰Û_ https://t.co/tIrCIr7x1B",Twitter for iPhone,1/21/17 23:59,
8.23E+17,Saw this sign out in New York lmao #womensmarch #womensrights https://t.co/bGqlA2VB64,Twitter for iPhone,1/21/17 23:59,
8.23E+17,so many beautiful people at #WomensMarch _ÙÕ__ÙÎ__ÙÕ__ÙÎç,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Current mood: All Marco, no Polo. #seanspicer @presssec #TrumpInaugural #womensmarch",Twitter for iPhone,1/21/17 23:59,
8.23E+17,We gonna take over world while these haters getting mad https://t.co/xAH8UR6Jg2 via @youtube #womensmarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Trump's crowd is clearly more shriveled and limp compared with the massive, throbbing crowds at the #womensmarch https://t.co/wqDmoXdrSU",Twitter for Android,1/21/17 23:59,
8.23E+17,Melhor fato da semana:  #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,@latimes #WomensMarch https://t.co/2TdBOvSN8W,Twitter for iPhone,1/21/17 23:59,Pershing Square
8.23E+17,Mais algumas atrizes que foram hoje a #WomensMarch https://t.co/a8hFkvUJoN,Twitter for Android,1/21/17 23:59,
8.23E+17,#womensmarch #womensmarchla #womensmarchlosangeles #whyimarch #wmla @ Pershing Square Building https://t.co/sc8qiJzahM,Instagram,1/21/17 23:59,"Los Angeles, CA"
8.23E+17,I told ya my book club was awesome. #womensmarch https://t.co/CJqmXCbndA,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Madonna eu escolhi te amar #WomensMarch  https://t.co/Kgc7eHBWu9,Twitter for Android,1/21/17 23:59,
8.23E+17,It's a #generational thing to #Resist #oppression thanks Mom #WomensMarch https://t.co/8FKcNRhXN4,Twitter for Android,1/21/17 23:59,
8.23E+17,I hope that all of the people out there marching are ready to roll up our sleeves and get to work! Think of all that we can do! #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,? Who holds the nuke codes is it the same person who has his diaper bag #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,@ben4bath good now lets hope Mrs May would agree whilst she scurries over to the Orange Donald on Friday #rememberyouareawoman #womensmarch,Twitter for iPad,1/21/17 23:59,
8.23E+17,"You gotta love the internet sometimes. #RichardSpencer  #nazipunch #inoguration #womensmarchhttps://t.co/QNwEHSs8Rz",Twitter Web Client,1/21/17 23:59,
8.23E+17,The #WomensMarch is so amazing. I wish I could have been in Washington  _ÙÕ_,Twitter Web Client,1/21/17 23:59,
8.23E+17,minhas mÌ£es #WomensMarch https://t.co/nvSfHaL2Er,Twitter for Android,1/21/17 23:59,
8.23E+17,Me &amp; Girls had an amazing time at #WomensMarch #womensmarchlondon https://t.co/e7TxEchHho,Twitter for iPad,1/21/17 23:59,
8.23E+17,"FWIW I didn't see a single #MAGA person today at #WomensMarch, which is odd because yesterday there were 50 million of them",Twitter for Android,1/21/17 23:59,"Washington, DC"
8.23E+17,Dear Women; Thank you. #WomensMarch,Twitter Web Client,1/21/17 23:59,
8.23E+17,#WomensMarch in #Oakland was amazing! #resist https://t.co/CugWrXJvos,Twitter for iPhone,1/21/17 23:59,"Oakland, CA"
8.23E+17,Can we all start tweeting @realDonaldTrump what a loser he is and crash his account please #vetsagainsttrump #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,Para quem ainda nÌ£o sabe.... #womensmarch https://t.co/BWZwtTW3WA,Twitter Web Client,1/21/17 23:59,
8.23E+17,We work as a collective #WomensMarch https://t.co/XVM4J0ARdL,Twitter for Android,1/21/17 23:59,
8.23E+17,@gates_mcfadden @GovMikeHuckabee More love at #womensmarch: https://t.co/1yhsHalaGS,Twitter for iPhone,1/21/17 23:59,
8.23E+17,#womensmarch #WomensMarchAustin https://t.co/L3UpedAEI7,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"That Spicer had to come bitch about crowd size for five minutes today proves DJT is scared, and that #womensmarch succeeded",Twitter for iPhone,1/21/17 23:59,
8.23E+17,#WomensMarch March your asses of but realize that CAIR is a terrorist organization that suppresses both women and Gays.. wake up,Twitter for iPhone,1/21/17 23:59,"Beaumont, CA"
8.23E+17,Amazing ‰ù_ #WomensMarch https://t.co/BMDmX345rd,Twitter for Android,1/21/17 23:59,"Terra Bella, CA"
8.23E+17,#WomenWhoHaveInspiredMe Everyone who showed up to the #WomensMarch,Twitter Web Client,1/21/17 23:59,
8.23E+17,#WomenWhoHaveInspiredMe Everyone who showed up to the #WomensMarch,Twitter Web Client,1/21/17 23:59,
8.23E+17,"St Paul, Minnesota  #WomensMarch https://t.co/D9qEzjxNOW",Twitter for Android,1/21/17 23:59,
8.23E+17,"#womensmarchaustin with @flores_nini33 #womensmarch @ Austin, Texas https://t.co/97PZm1VSEW",Instagram,1/21/17 23:59,
8.23E+17,"Even though I couldn't be at one, I'm standing in sisterhood #WomensMarch ‰Ï__Ùè_ https://t.co/weeKvFn07f",Twitter for iPhone,1/21/17 23:59,
8.23E+17,So proud of my sister's adopted city tonight. &lt;3 #womensmarch https://t.co/UaIPl0alix,Twitter for Android,1/21/17 23:59,
8.23E+17,Truly awed and inspired by the millions of people rallying across the world today. #HopeNotFear #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,‰ù_La mejor edad de una mujer es cuando deja de cumplir aÌ±os y comienza a cumplir sus sueÌ±os #WomensMarch _ÙÎ_,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"@GrandeAware Seriously ?! Using your useless mouth to hate on innocent women on the day of #WomensMarch ?! Oh, yeah. You so good.",Twitter for Android,1/21/17 23:59,
8.23E+17,"""What's it something I said?"" - Trump #womensmarch",Twitter for iPhone,1/21/17 23:59,
8.23E+17,Today was incredible #WomensMarch #dc,Twitter for iPhone,1/21/17 23:59,
8.23E+17,So proud to be at the Chicago march today and never prouder to be a woman #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Ìä stato cosÌ_ bello ed emozionante, mi sono commossa. #WomensMarch",Twitter for Android,1/21/17 23:59,
8.23E+17,'Rise up! When your living on your knees! You rise up! Tell your sister that she's gotta rise up! Rise up!' #WomensMarch,Twitter for iPad,1/21/17 23:59,
8.23E+17,some good signs at the  #WomensMarch :)) https://t.co/pni3SzanS4,Twitter for iPhone,1/21/17 23:59,
8.23E+17,_Ù_Ï_Ùè__Ù___Ùè_ #womensmarch #equalrightsforall #equalrights #wecandoit repost @racheljordan__ https://t.co/JADQi0bHUG,Facebook,1/21/17 23:59,
8.23E+17,Today I'm so proud to be a woman! Seeing the @womensmarch .. It still makes me feel so proud. We are stronger together! ‰ù_•üè #womensmarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,The #WomensMarch promoted gender equality and female empowerment. It has nothing to do with our soggy hero of a pre‰Û_ https://t.co/egPVGI31jK,Twitter for iPhone,1/21/17 23:59,
8.23E+17,@CBSNews Unbelievable you opened Saturday Evening news with him The #WOMENSMARCH is bigger ppl,Twitter for iPad,1/21/17 23:59,
8.23E+17,Men of quality do not fear equality #WomensMarch _Ù___Ù_Û_Ùê±,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"Burning bras instead of cars today?#WomensMarch https://t.co/XZE9594Syv",Twitter for Android,1/21/17 23:59,
8.23E+17,My favorite signs from the #WomensMarch https://t.co/EOBm9el0t7,Twitter for Android,1/21/17 23:59,
8.23E+17,stand together‰ù_•üè #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,@capehartj huge #womensmarch in seattle https://t.co/MHfd3bv3m2,Twitter for Android,1/21/17 23:59,
8.23E+17,#WomensMarch   Sean Spicer = Minister of Propaganda,Mobile Web (M5),1/21/17 23:59,
8.23E+17,Standing together in equality and solidarity is exactly the world we should be living in #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,"I'm so proud of everyone who joined in the #womensmarch we need to stick together, we are‰Û_ https://t.co/EHXAAC7bJO",Instagram,1/21/17 23:59,
8.23E+17,Favorite photos from #WomensMarch https://t.co/VW2u3eMan1,Twitter for iPhone,1/21/17 23:59,
8.23E+17,So proud of all my gal pals at #WomensMarch today!!! _ÙÕ_,Twitter for Android,1/21/17 23:59,
8.23E+17,S/O to everyone who participated in the Women's March all over the country. Thank you for using your voice ! #NotMyPresident #WomensMarch,Twitter for iPhone,1/21/17 23:59,
8.23E+17,So much love in the air today and the smell of taco trucks too #Dtla  #WomensMarch,Twitter for iPhone,1/21/17 23:59,
